,name,class,path
4102,7c0ff85c-0a94-4ba3-9abf-010ba81a4780___RS_LB 4003.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7c0ff85c-0a94-4ba3-9abf-010ba81a4780___RS_LB 4003.JPG.jpg
4103,7ce28b45-467c-4962-a030-f621b4bc76a8___RS_LB 2644.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7ce28b45-467c-4962-a030-f621b4bc76a8___RS_LB 2644.JPG.jpg
4104,7d885e39-d832-473f-bf81-c22855e481c3___RS_LB 3946.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7d885e39-d832-473f-bf81-c22855e481c3___RS_LB 3946.JPG.jpg
4105,7dfb162c-0384-46b3-bbf7-f0929bd00921___RS_LB 5235.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7dfb162c-0384-46b3-bbf7-f0929bd00921___RS_LB 5235.JPG.jpg
4106,7e0d53ac-3088-473e-a40e-50223afd4e60___RS_LB 2568.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7e0d53ac-3088-473e-a40e-50223afd4e60___RS_LB 2568.JPG.jpg
4107,7e1b19fc-c79d-4898-9e69-9843dd8aa1b6___RS_LB 3137.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7e1b19fc-c79d-4898-9e69-9843dd8aa1b6___RS_LB 3137.JPG.jpg
4108,7e1cd97d-b5a3-4c92-b258-0aa90e6fb806___RS_LB 4826.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7e1cd97d-b5a3-4c92-b258-0aa90e6fb806___RS_LB 4826.JPG.jpg
4109,7e486917-7f31-4a26-b0ca-6175ebc2beee___RS_LB 4113.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7e486917-7f31-4a26-b0ca-6175ebc2beee___RS_LB 4113.JPG.jpg
4110,7ec28081-7b26-4519-a406-48ff4edb69ea___RS_LB 2622.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7ec28081-7b26-4519-a406-48ff4edb69ea___RS_LB 2622.JPG.jpg
4111,7eeb65d4-122d-45db-b6b0-820cbb6f2dc5___RS_LB 4539.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7eeb65d4-122d-45db-b6b0-820cbb6f2dc5___RS_LB 4539.JPG.jpg
4112,7efcdebc-93be-4168-9965-2b2be46823d8___RS_LB 3249.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7efcdebc-93be-4168-9965-2b2be46823d8___RS_LB 3249.JPG.jpg
4113,7f2933ec-8a70-453c-8e5f-4eb9d25eac6c___RS_LB 3917.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7f2933ec-8a70-453c-8e5f-4eb9d25eac6c___RS_LB 3917.JPG.jpg
4114,7f90c344-54de-4053-a406-3a67f9fb1108___RS_LB 3283.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\7f90c344-54de-4053-a406-3a67f9fb1108___RS_LB 3283.JPG.jpg
4115,805f68c3-b0a9-4072-8ef6-4c48d804e888___RS_LB 5159.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\805f68c3-b0a9-4072-8ef6-4c48d804e888___RS_LB 5159.JPG.jpg
4116,80a20af8-9759-4c07-8d0c-d48edc9925c6___RS_LB 5289.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\80a20af8-9759-4c07-8d0c-d48edc9925c6___RS_LB 5289.JPG.jpg
4117,80bdc2a3-66b8-4d95-abe7-65c7806f7cbf___RS_LB 3073.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\80bdc2a3-66b8-4d95-abe7-65c7806f7cbf___RS_LB 3073.JPG.jpg
4118,80e39105-97cd-4368-9e3a-b5498ae1c0a2___RS_LB 4474.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\80e39105-97cd-4368-9e3a-b5498ae1c0a2___RS_LB 4474.JPG.jpg
4119,8137ed93-0e40-4bcd-9da7-f69ad5a08cd5___RS_LB 3059.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8137ed93-0e40-4bcd-9da7-f69ad5a08cd5___RS_LB 3059.JPG.jpg
4120,815516f8-6fb1-4f92-bdff-63349e5ee83f___RS_LB 3237.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\815516f8-6fb1-4f92-bdff-63349e5ee83f___RS_LB 3237.JPG.jpg
4121,8192a596-e2e9-4451-a33d-a92a26a739ee___RS_LB 2624.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8192a596-e2e9-4451-a33d-a92a26a739ee___RS_LB 2624.JPG.jpg
4122,81e4675f-5f16-4c8a-be12-acb79f46575e___RS_LB 3111.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\81e4675f-5f16-4c8a-be12-acb79f46575e___RS_LB 3111.JPG.jpg
4123,82967117-2bcc-4949-b060-738e7b66b755___RS_LB 4744.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\82967117-2bcc-4949-b060-738e7b66b755___RS_LB 4744.JPG.jpg
4124,82e0f1d2-e996-427b-9216-6b46aedbc07f___RS_LB 4880.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\82e0f1d2-e996-427b-9216-6b46aedbc07f___RS_LB 4880.JPG.jpg
4125,82eb4f72-487c-4f4e-ace6-cc44a24978ec___RS_LB 2600.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\82eb4f72-487c-4f4e-ace6-cc44a24978ec___RS_LB 2600.JPG.jpg
4126,83f821e6-0924-4bbe-8977-0e11c220aed0___RS_LB 5011.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\83f821e6-0924-4bbe-8977-0e11c220aed0___RS_LB 5011.JPG.jpg
4127,84182903-22be-4563-8276-d72413958ada___RS_LB 4027.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\84182903-22be-4563-8276-d72413958ada___RS_LB 4027.JPG.jpg
4128,841a4e5a-7aa6-4b32-a2b2-436874a48fdb___RS_LB 4469.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\841a4e5a-7aa6-4b32-a2b2-436874a48fdb___RS_LB 4469.JPG.jpg
4129,84559c6d-0589-4d8d-8fc3-a818b067f85c___RS_LB 4608.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\84559c6d-0589-4d8d-8fc3-a818b067f85c___RS_LB 4608.JPG.jpg
4130,84e85005-c647-4381-8762-c487074c9571___RS_LB 5186.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\84e85005-c647-4381-8762-c487074c9571___RS_LB 5186.JPG.jpg
4131,84f666da-9e17-4e90-9813-0ed64da175d9___RS_LB 2536.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\84f666da-9e17-4e90-9813-0ed64da175d9___RS_LB 2536.JPG.jpg
4132,8542cb42-d817-4850-b42f-1fa7083e37d9___RS_LB 4780.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8542cb42-d817-4850-b42f-1fa7083e37d9___RS_LB 4780.JPG.jpg
4133,856b9ab9-c5af-43f1-a320-097b7380d314___RS_LB 2789.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\856b9ab9-c5af-43f1-a320-097b7380d314___RS_LB 2789.JPG.jpg
4134,85bbcdd2-a9fe-46d1-8e0e-f4e2c5e885fe___RS_LB 3218.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\85bbcdd2-a9fe-46d1-8e0e-f4e2c5e885fe___RS_LB 3218.JPG.jpg
4135,85d29f87-cb27-4ffa-9ad8-9c47f9a53b33___RS_LB 4437.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\85d29f87-cb27-4ffa-9ad8-9c47f9a53b33___RS_LB 4437.JPG.jpg
4136,85d60a7c-4a4c-4fcf-8743-21b4c03ff12c___RS_LB 3868.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\85d60a7c-4a4c-4fcf-8743-21b4c03ff12c___RS_LB 3868.JPG.jpg
4137,86323439-ca8d-4819-ae81-800e50f85770___RS_LB 2826.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\86323439-ca8d-4819-ae81-800e50f85770___RS_LB 2826.JPG.jpg
4138,8692ff0d-260b-4fb9-9598-efa91456c2bd___RS_LB 5438.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8692ff0d-260b-4fb9-9598-efa91456c2bd___RS_LB 5438.JPG.jpg
4139,86944800-4984-44f9-9c72-53fcb7324a3b___RS_LB 4015.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\86944800-4984-44f9-9c72-53fcb7324a3b___RS_LB 4015.JPG.jpg
4140,87681326-2843-4e63-9042-602b08a98a66___RS_LB 4145.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\87681326-2843-4e63-9042-602b08a98a66___RS_LB 4145.JPG.jpg
4141,8797bc6a-f738-4caf-9569-797fdf28cd24___RS_LB 2903.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8797bc6a-f738-4caf-9569-797fdf28cd24___RS_LB 2903.JPG.jpg
4142,87c99be5-a930-410f-8529-e79e030cba0c___RS_LB 5294.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\87c99be5-a930-410f-8529-e79e030cba0c___RS_LB 5294.JPG.jpg
4143,8829e413-5a7a-4680-b873-e71dfa9dbfe4___RS_LB 3974.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8829e413-5a7a-4680-b873-e71dfa9dbfe4___RS_LB 3974.JPG.jpg
4144,889b0741-2110-47a9-a2d2-90194e5d7676___RS_LB 4787.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\889b0741-2110-47a9-a2d2-90194e5d7676___RS_LB 4787.JPG.jpg
4145,889d5479-9d54-49b1-9aba-3af34e377592___RS_LB 2635.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\889d5479-9d54-49b1-9aba-3af34e377592___RS_LB 2635.JPG.jpg
4146,890ffd2b-7365-4a91-b0e1-f414da0a17a4___RS_LB 3216.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\890ffd2b-7365-4a91-b0e1-f414da0a17a4___RS_LB 3216.JPG.jpg
4147,891ddb02-a289-4d8e-8380-7568686b7a08___RS_LB 3193.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\891ddb02-a289-4d8e-8380-7568686b7a08___RS_LB 3193.JPG.jpg
4148,89ad1a3c-db3c-4d75-9c92-64cea1433f89___RS_LB 2820.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\89ad1a3c-db3c-4d75-9c92-64cea1433f89___RS_LB 2820.JPG.jpg
4149,89c3b470-f3e6-4a8c-90a0-edfc0ef73085___RS_LB 4543.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\89c3b470-f3e6-4a8c-90a0-edfc0ef73085___RS_LB 4543.JPG.jpg
4150,8a2f2feb-3738-4675-9cb6-b1911a056dd1___RS_LB 2601.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8a2f2feb-3738-4675-9cb6-b1911a056dd1___RS_LB 2601.JPG.jpg
4151,8a70b737-9270-49ca-9fd2-e6468592c393___RS_LB 2978.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8a70b737-9270-49ca-9fd2-e6468592c393___RS_LB 2978.JPG.jpg
4152,8aab9abd-f5e3-4653-80d9-317bef625ae2___RS_LB 5221.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8aab9abd-f5e3-4653-80d9-317bef625ae2___RS_LB 5221.JPG.jpg
4153,8acd2e1a-f965-4abb-bd16-8c0a4e918d2c___RS_LB 4644.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8acd2e1a-f965-4abb-bd16-8c0a4e918d2c___RS_LB 4644.JPG.jpg
4154,8b0ef54c-6d28-47bb-a657-287afbb8a620___RS_LB 3298.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8b0ef54c-6d28-47bb-a657-287afbb8a620___RS_LB 3298.JPG.jpg
4155,8bf37a1e-4535-4919-953e-69376f5be48a___RS_LB 2611.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8bf37a1e-4535-4919-953e-69376f5be48a___RS_LB 2611.JPG.jpg
4156,8c1960cd-20e2-4a9c-a1ee-9800289b884f___RS_LB 3941.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8c1960cd-20e2-4a9c-a1ee-9800289b884f___RS_LB 3941.JPG.jpg
4157,8c3c1c3f-5cf0-4daa-9267-243cf1b47927___RS_LB 5005.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8c3c1c3f-5cf0-4daa-9267-243cf1b47927___RS_LB 5005.JPG.jpg
4158,8c894440-a022-41a8-9545-51ff4286d29f___RS_LB 5126.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8c894440-a022-41a8-9545-51ff4286d29f___RS_LB 5126.JPG.jpg
4159,8cd26c99-237b-4910-98ae-3e930c760f56___RS_LB 4061.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8cd26c99-237b-4910-98ae-3e930c760f56___RS_LB 4061.JPG.jpg
4160,8e1d2020-3d04-46b1-bd71-82922e1aeaa6___RS_LB 5017.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8e1d2020-3d04-46b1-bd71-82922e1aeaa6___RS_LB 5017.JPG.jpg
4161,8e78b212-d2b4-4551-a1c1-70268ec75b0d___RS_LB 2958.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8e78b212-d2b4-4551-a1c1-70268ec75b0d___RS_LB 2958.JPG.jpg
4162,8e864e28-d161-4888-bf90-fd9467bfe9c2___RS_LB 4574.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8e864e28-d161-4888-bf90-fd9467bfe9c2___RS_LB 4574.JPG.jpg
4163,8eb5691c-0098-45f6-a782-e297ed340bc0___RS_LB 4153.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8eb5691c-0098-45f6-a782-e297ed340bc0___RS_LB 4153.JPG.jpg
4164,8ecb7cf3-9be5-4c3e-9714-2d5987987ad0___RS_LB 5205.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8ecb7cf3-9be5-4c3e-9714-2d5987987ad0___RS_LB 5205.JPG.jpg
4165,8ee9f477-92a7-43a0-9377-0535b218a21d___RS_LB 5266.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8ee9f477-92a7-43a0-9377-0535b218a21d___RS_LB 5266.JPG.jpg
4166,8f12dae8-d44b-4d16-8815-4da5f9a9ff55___RS_LB 4283.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8f12dae8-d44b-4d16-8815-4da5f9a9ff55___RS_LB 4283.JPG.jpg
4167,8f634ae3-010a-4a08-aae9-2aa43bc73a0a___RS_LB 4069.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8f634ae3-010a-4a08-aae9-2aa43bc73a0a___RS_LB 4069.JPG.jpg
4168,8f80caee-38ed-4b49-9596-6f66c3cb9c1b___RS_LB 2535.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8f80caee-38ed-4b49-9596-6f66c3cb9c1b___RS_LB 2535.JPG.jpg
4169,8f8e338a-b6ac-4ca7-b3f3-596dc15eb140___RS_LB 3970.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8f8e338a-b6ac-4ca7-b3f3-596dc15eb140___RS_LB 3970.JPG.jpg
4170,8f93f47b-2ee7-482b-9e18-20af5eb98d79___RS_LB 4889.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\8f93f47b-2ee7-482b-9e18-20af5eb98d79___RS_LB 4889.JPG.jpg
4171,9001b18c-b659-4c56-9dfb-0d0bf64a7b4a___RS_LB 4987.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9001b18c-b659-4c56-9dfb-0d0bf64a7b4a___RS_LB 4987.JPG.jpg
4172,9009c86e-1205-4694-b0bb-ef7cf78dd104___RS_LB 3995.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9009c86e-1205-4694-b0bb-ef7cf78dd104___RS_LB 3995.JPG.jpg
4173,90302aa5-644e-4857-b60f-92f6aed488fa___RS_LB 3246.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\90302aa5-644e-4857-b60f-92f6aed488fa___RS_LB 3246.JPG.jpg
4174,9032d569-294e-4b8b-a70f-ecff949e43e2___RS_LB 3998.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9032d569-294e-4b8b-a70f-ecff949e43e2___RS_LB 3998.JPG.jpg
4175,90596f7b-1efa-4595-8d57-bcbd4c48253f___RS_LB 4753.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\90596f7b-1efa-4595-8d57-bcbd4c48253f___RS_LB 4753.JPG.jpg
4176,908546cd-34b8-4502-ab09-0c5bb7c1d87b___RS_LB 4912.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\908546cd-34b8-4502-ab09-0c5bb7c1d87b___RS_LB 4912.JPG.jpg
4177,90c2a92c-9e38-49a3-aefe-e1805fe64537___RS_LB 3016.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\90c2a92c-9e38-49a3-aefe-e1805fe64537___RS_LB 3016.JPG.jpg
4178,910139a3-cd42-4adc-a24b-3602fd4de7d3___RS_LB 4415.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\910139a3-cd42-4adc-a24b-3602fd4de7d3___RS_LB 4415.JPG.jpg
4179,9157168d-8377-4a75-8dc2-d7c951efeb55___RS_LB 4978.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9157168d-8377-4a75-8dc2-d7c951efeb55___RS_LB 4978.JPG.jpg
4180,919150bd-372b-44e0-a70e-a13e60dccbce___RS_LB 3263.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\919150bd-372b-44e0-a70e-a13e60dccbce___RS_LB 3263.JPG.jpg
4181,9254f86d-5d83-4217-a7f5-84d08e1b93ee___RS_LB 4037.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9254f86d-5d83-4217-a7f5-84d08e1b93ee___RS_LB 4037.JPG.jpg
4182,929dd251-5fbb-406f-9313-a71e5f96b31c___RS_LB 4781.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\929dd251-5fbb-406f-9313-a71e5f96b31c___RS_LB 4781.JPG.jpg
4183,93905331-a3b3-43dd-8596-d8f7e6b3e88f___RS_LB 3306.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\93905331-a3b3-43dd-8596-d8f7e6b3e88f___RS_LB 3306.JPG.jpg
4184,93935af4-3aae-4dd6-90d9-fb28e439faf0___RS_LB 3299.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\93935af4-3aae-4dd6-90d9-fb28e439faf0___RS_LB 3299.JPG.jpg
4185,939a9a98-cbc9-4b83-bb47-395f26d7fddd___RS_LB 4293.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\939a9a98-cbc9-4b83-bb47-395f26d7fddd___RS_LB 4293.JPG.jpg
4186,93d91b96-e024-477c-9b76-796e3f1614d4___RS_LB 3297.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\93d91b96-e024-477c-9b76-796e3f1614d4___RS_LB 3297.JPG.jpg
4187,9475f5bf-607b-4091-8a6d-8f09921478a7___RS_LB 5191.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9475f5bf-607b-4091-8a6d-8f09921478a7___RS_LB 5191.JPG.jpg
4188,94c50d24-cfd7-486c-a4ac-a10f552d0f8b___RS_LB 4329.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\94c50d24-cfd7-486c-a4ac-a10f552d0f8b___RS_LB 4329.JPG.jpg
4189,94ebce3c-2945-44a4-aa81-1abe8e4beea2___RS_LB 3953.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\94ebce3c-2945-44a4-aa81-1abe8e4beea2___RS_LB 3953.JPG.jpg
4190,954d36cb-4a20-4889-83dd-4cba7e7180f8___RS_LB 4536.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\954d36cb-4a20-4889-83dd-4cba7e7180f8___RS_LB 4536.JPG.jpg
4191,9570095c-02e9-497b-bec1-4e526f3462e5___RS_LB 2815.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9570095c-02e9-497b-bec1-4e526f3462e5___RS_LB 2815.JPG.jpg
4192,95816fab-df6d-4730-8f52-4b64aac47e3d___RS_LB 3056.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\95816fab-df6d-4730-8f52-4b64aac47e3d___RS_LB 3056.JPG.jpg
4193,958a4438-2ced-4d8c-af73-871376cf6ed5___RS_LB 4483.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\958a4438-2ced-4d8c-af73-871376cf6ed5___RS_LB 4483.JPG.jpg
4194,9631fd8f-244c-4047-98e4-aecc907624c1___RS_LB 4573.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9631fd8f-244c-4047-98e4-aecc907624c1___RS_LB 4573.JPG.jpg
4195,967a677a-712c-447f-ba27-f59818944af0___RS_LB 4353.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\967a677a-712c-447f-ba27-f59818944af0___RS_LB 4353.JPG.jpg
4196,96879d98-11ca-40c7-9708-9ca8f235f407___RS_LB 2739.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\96879d98-11ca-40c7-9708-9ca8f235f407___RS_LB 2739.JPG.jpg
4197,969aa93b-46d1-478c-a398-dcb4ed7d27bd___RS_LB 2870.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\969aa93b-46d1-478c-a398-dcb4ed7d27bd___RS_LB 2870.JPG.jpg
4198,96a70433-9204-4a41-acad-d39932559068___RS_LB 3200.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\96a70433-9204-4a41-acad-d39932559068___RS_LB 3200.JPG.jpg
4199,971ec52d-67e9-4438-80f6-a6aa32fdc946___RS_LB 3048.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\971ec52d-67e9-4438-80f6-a6aa32fdc946___RS_LB 3048.JPG.jpg
4200,974344ba-438f-4190-b71c-875924190fdc___RS_LB 3866.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\974344ba-438f-4190-b71c-875924190fdc___RS_LB 3866.JPG.jpg
4201,977cefff-6bb2-41d4-9496-d30e03c71112___RS_LB 3287.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\977cefff-6bb2-41d4-9496-d30e03c71112___RS_LB 3287.JPG.jpg
4202,97a903b7-9b9b-4014-9052-a284f21bfd53___RS_LB 2511.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\97a903b7-9b9b-4014-9052-a284f21bfd53___RS_LB 2511.JPG.jpg
4203,97babc05-67f1-49d4-9821-6fb8294da5e8___RS_LB 4541.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\97babc05-67f1-49d4-9821-6fb8294da5e8___RS_LB 4541.JPG.jpg
4204,98a806fd-2839-4069-b40b-08522c34ccdc___RS_LB 3032.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\98a806fd-2839-4069-b40b-08522c34ccdc___RS_LB 3032.JPG.jpg
4205,98f31440-de70-4c5f-be88-cdf2cb160d76___RS_LB 4947.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\98f31440-de70-4c5f-be88-cdf2cb160d76___RS_LB 4947.JPG.jpg
4206,990428a4-bfa8-450d-a755-fade1df0a214___RS_LB 4082.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\990428a4-bfa8-450d-a755-fade1df0a214___RS_LB 4082.JPG.jpg
4207,99064106-3789-4de4-b109-ebc83a20d94b___RS_LB 2757.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\99064106-3789-4de4-b109-ebc83a20d94b___RS_LB 2757.JPG.jpg
4208,9933b288-b5fe-4cbf-a9fa-58ef769b6f7c___RS_LB 2540.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9933b288-b5fe-4cbf-a9fa-58ef769b6f7c___RS_LB 2540.JPG.jpg
4209,9934bde8-1c89-4ba6-95e6-015a69540873___RS_LB 4146.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9934bde8-1c89-4ba6-95e6-015a69540873___RS_LB 4146.JPG.jpg
4210,9996efa6-219d-4f07-aa12-dc8ca40609b9___RS_LB 2840.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9996efa6-219d-4f07-aa12-dc8ca40609b9___RS_LB 2840.JPG.jpg
4211,9a179173-fbfb-4e92-9959-58b826625c9b___RS_LB 4761.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9a179173-fbfb-4e92-9959-58b826625c9b___RS_LB 4761.JPG.jpg
4212,9a726ce3-7b21-48de-b522-25d19f3c10e3___RS_LB 4765.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9a726ce3-7b21-48de-b522-25d19f3c10e3___RS_LB 4765.JPG.jpg
4213,9a7d732b-12e2-400f-9206-068df63de1ba___RS_LB 2926.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9a7d732b-12e2-400f-9206-068df63de1ba___RS_LB 2926.JPG.jpg
4214,9bdce182-987e-4996-8cc8-34694b4e24e9___RS_LB 2837.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9bdce182-987e-4996-8cc8-34694b4e24e9___RS_LB 2837.JPG.jpg
4215,9c0e8576-642f-47a6-a053-c52e9025b7f6___RS_LB 4134.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9c0e8576-642f-47a6-a053-c52e9025b7f6___RS_LB 4134.JPG.jpg
4216,9c230647-02da-4948-9c52-dfc87bb1d34a___RS_LB 4593.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9c230647-02da-4948-9c52-dfc87bb1d34a___RS_LB 4593.JPG.jpg
4217,9c3ad8d7-58cb-4e7d-85c0-22f5cf105906___RS_LB 4680.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9c3ad8d7-58cb-4e7d-85c0-22f5cf105906___RS_LB 4680.JPG.jpg
4218,9c6155e6-eb4b-4ef9-bcd5-812803cb16d9___RS_LB 3268.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9c6155e6-eb4b-4ef9-bcd5-812803cb16d9___RS_LB 3268.JPG.jpg
4219,9caba61f-ea63-4ea5-9d85-1f22b6a1a006___RS_LB 4451.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9caba61f-ea63-4ea5-9d85-1f22b6a1a006___RS_LB 4451.JPG.jpg
4220,9ccb00a6-1542-4b0e-bd90-e7f1ff10e7f7___RS_LB 3058.JPG.jpg,Potato___Late_blight,saved_imgs\Potato___Late_blight\9ccb00a6-1542-4b0e-bd90-e7f1ff10e7f7___RS_LB 3058.JPG.jpg
